1418.800000,-4.268235,-4.223672,0.778564
1418.801172,-4.300797,-4.243269,-0.344277
1418.802344,-4.329375,-4.278298,0.213979
1418.803516,-4.359847,-4.308236,0.167817
1418.804688,-4.381455,-4.307830,-1.733746
1418.805859,-4.386685,-4.317877,-1.318445
1418.807031,-4.404625,-4.356003,0.426688
1418.808203,-4.436695,-4.397206,1.218953
1418.809375,-4.466345,-4.420965,0.707767
1418.810547,-4.496799,-4.435406,-0.678345
1418.811719,-4.521263,-4.449396,-1.582239
1418.812891,-4.537768,-4.466514,-1.529362
1418.814062,-4.555186,-4.500728,-0.078737
1418.815234,-4.581299,-4.523203,-0.393388
1418.816406,-4.611625,-4.552497,-0.482604
1418.817578,-4.637845,-4.574728,-0.827289
1418.818750,-4.657440,-4.587605,-1.406981
1418.819922,-4.687090,-4.619009,-1.255746
1418.821094,-4.708647,-4.639190,-1.374452
1418.822266,-4.704673,-4.645976,-0.445334
1418.823437,-4.707712,-4.662954,0.761641
1418.824609,-4.732596,-4.681303,0.195265
1418.825781,-4.763685,-4.709685,-0.039039
1418.826953,-4.792624,-4.728539,-0.910835
1418.828125,-4.804534,-4.731045,-1.721995
1418.829297,-4.820970,-4.748337,-1.648227
1418.830469,-4.846068,-4.775814,-1.443208
1418.831641,-4.855165,-4.793039,-0.741611
1418.832813,-4.852205,-4.813822,1.314997
1418.833984,-4.866079,-4.831594,1.653648
1418.835156,-4.886108,-4.851281,1.624023
1418.836328,-4.904881,-4.854558,0.279264
1418.837500,-4.922181,-4.856133,-1.080353
1418.838672,-4.931133,-4.866015,-1.000051
1418.839844,-4.941239,-4.885963,-0.149511
1418.841016,-4.958728,-4.894333,-0.937602
1418.842187,-4.962727,-4.908397,-0.067553
1418.843359,-4.956324,-4.925361,1.960065
1418.844531,-4.969552,-4.926770,0.933156
1418.845703,-4.975963,-4.924654,0.193904
1418.846875,-4.973821,-4.927469,0.623450
1418.848047,-4.977867,-4.937357,1.130326
1418.849219,-4.991453,-4.940367,0.213231
1418.850391,-5.003078,-4.942352,-0.620750
1418.851562,-5.011859,-4.957052,-0.108906
1418.852734,-5.020976,-4.977532,0.875652
1418.853906,-5.017276,-4.978509,1.281697
1418.855078,-5.010642,-4.964611,0.651238
1418.856250,-5.004658,-4.956635,0.478657
1418.857422,-4.999842,-4.959644,1.157434
1418.858594,-4.992840,-4.949887,0.918252
1418.859766,-4.996955,-4.944432,0.088786
1418.860937,-5.004898,-4.944337,-0.606482
1418.862109,-5.007524,-4.928426,-2.204985
1418.863281,-4.993066,-4.918025,-1.855764
1418.864453,-4.981390,-4.927413,-0.037020
1418.865625,-4.981711,-4.925907,-0.195174
1418.866797,-4.961953,-4.902733,-0.490544
1418.867969,-4.943639,-4.890548,0.039584
1418.869141,-4.938387,-4.893534,0.753407
1418.870312,-4.937351,-4.883616,-0.016151
1418.871484,-4.927471,-4.863284,-0.919681
1418.872656,-4.904408,-4.859251,0.727162
1418.873828,-4.887906,-4.852826,1.602019
1418.875000,-4.871344,-4.832083,1.238756
1418.876172,-4.864238,-4.812199,0.130683
1418.877344,-4.857553,-4.804633,0.054487
1418.878516,-4.844728,-4.797585,0.554876
1418.879688,-4.824286,-4.782006,0.976732
1418.880859,-4.813282,-4.770483,0.931659
1418.882031,-4.795670,-4.746964,0.419406
1418.883203,-4.750149,-4.719079,1.950765
1418.884375,-4.723186,-4.692665,1.998469
1418.885547,-4.727896,-4.673597,-0.064922
1418.886719,-4.716890,-4.666986,0.315672
1418.887891,-4.694801,-4.649155,0.684606
1418.889062,-4.674229,-4.611850,-0.763569
1418.890234,-4.648190,-4.587106,-0.651646
1418.891406,-4.635662,-4.565473,-1.437605
1418.892578,-4.611480,-4.543074,-1.283807
1418.893750,-4.579278,-4.521566,-0.360110
1418.894922,-4.553250,-4.504483,0.414121
1418.896094,-4.525609,-4.497344,2.194823
1418.897266,-4.502733,-4.483859,3.013378
1418.898438,-4.486631,-4.454463,1.855196
1418.899609,-4.461187,-4.421226,1.177895
1418.900781,-4.430980,-4.384186,0.585182
1418.901953,-4.413940,-4.360979,0.050858
1418.903125,-4.380064,-4.342452,1.381938
1418.904297,-4.343617,-4.309543,1.689489
1418.905469,-4.316390,-4.291285,2.470049
1418.906641,-4.303755,-4.265162,1.296691
1418.907812,-4.280454,-4.236774,0.855213
1418.908984,-4.247372,-4.201784,0.689642
1418.910156,-4.211790,-4.168025,0.847886
1418.911328,-4.181901,-4.140527,1.055355
1418.912500,-4.150836,-4.103109,0.504290
1418.913672,-4.122703,-4.069871,0.062086
1418.914844,-4.097100,-4.037919,-0.487254
1418.916016,-4.072171,-4.006896,-1.013548
1418.917187,-4.041801,-3.972333,-1.375473
1418.918359,-4.003420,-3.946038,-0.331687
1418.919531,-3.981037,-3.923005,-0.387875
1418.920703,-3.956082,-3.891316,-0.969677
1418.921875,-3.908510,-3.876847,1.899113
1418.923047,-3.870481,-3.855104,3.318548
1418.924219,-3.847670,-3.829940,3.113211
1418.925391,-3.827046,-3.805957,2.820110
1418.926563,-3.802197,-3.769773,1.833011
1418.927734,-3.781862,-3.727572,-0.064128
1418.928906,-3.751726,-3.686079,-1.045760
1418.930078,-3.712286,-3.655393,-0.289426
1418.931250,-3.693525,-3.635129,-0.419270
1418.932422,-3.671664,-3.594296,-2.056087
1418.933594,-3.626081,-3.562129,-0.899334
1418.934766,-3.599793,-3.533599,-1.092965
1418.935937,-3.563739,-3.501395,-0.760530
1418.937109,-3.529122,-3.478984,0.295302
1418.938281,-3.511417,-3.459618,0.151416
1418.939453,-3.476790,-3.429473,0.539768
1418.940625,-3.446441,-3.389224,-0.317419
1418.941797,-3.434825,-3.368182,-1.131687
1418.942969,-3.411724,-3.348367,-0.848045
1418.944141,-3.370147,-3.328984,1.073548
1418.945312,-3.328166,-3.292692,1.567744
1418.946484,-3.303920,-3.255342,0.430431
1418.947656,-3.278462,-3.225147,0.020234
1418.948828,-3.242335,-3.202197,1.162628
1418.950000,-3.220042,-3.167836,0.116279
1418.951172,-3.193401,-3.132338,-0.649831
1418.952344,-3.166614,-3.113888,0.071228
1418.953516,-3.134153,-3.089940,0.808983
1418.954687,-3.095315,-3.062888,1.832694
1418.955859,-3.062868,-3.020058,0.930661
1418.957031,-3.036699,-2.985579,0.210304
1418.958203,-3.006538,-2.961504,0.737710
1418.959375,-2.979683,-2.934078,0.688190
1418.960547,-2.951024,-2.891504,-0.516449
1418.961719,-2.911830,-2.861794,0.304171
1418.962891,-2.888527,-2.831293,-0.318825
1418.964062,-2.872656,-2.784109,-3.017167
1418.965234,-2.845723,-2.764296,-2.405263
1418.966406,-2.806046,-2.750454,-0.176823
1418.967578,-2.783571,-2.724327,-0.492699
1418.968750,-2.764662,-2.683593,-2.374526
1418.969922,-2.728741,-2.645080,-2.597443
1418.971094,-2.688206,-2.623246,-0.986486
1418.972266,-2.651641,-2.601804,0.321434
1418.973438,-2.629483,-2.575281,-0.056506
1418.974609,-2.607064,-2.548854,-0.403301
1418.975781,-2.586239,-2.516766,-1.375813
1418.976953,-2.553867,-2.495590,-0.408994
1418.978125,-2.516172,-2.471220,0.744878
1418.979297,-2.489490,-2.447737,1.022350
1418.980469,-2.466303,-2.425745,1.126084
1418.981641,-2.448602,-2.402890,0.678935
1418.982812,-2.436688,-2.376974,-0.533303
1418.983984,-2.400066,-2.333562,-1.119710
1418.985156,-2.359828,-2.301649,-0.400533
1418.986328,-2.342607,-2.276872,-1.053313
1418.987500,-2.318188,-2.256656,-0.690345
1418.988672,-2.293652,-2.236789,-0.286750
1418.989844,-2.272678,-2.215680,-0.298432
1418.991016,-2.244621,-2.194553,0.301381
1418.992188,-2.203289,-2.178097,2.462540
1418.993359,-2.166397,-2.146676,2.939451
1418.994531,-2.152475,-2.120578,1.878811
1418.995703,-2.134912,-2.094718,1.157774
1418.996875,-2.109543,-2.060271,0.370295
1418.998047,-2.086594,-2.031778,-0.109655
1418.999219,-2.062067,-2.004376,-0.358386
1419.000391,-2.038678,-1.981977,-0.272708
1419.001562,-2.016126,-1.965168,0.224278
1419.002734,-2.001456,-1.946629,-0.110676
1419.003906,-1.972540,-1.921936,0.254947
1419.005078,-1.923868,-1.897213,2.335101
1419.006250,-1.906529,-1.870572,1.525846
1419.007422,-1.895128,-1.836856,-0.408586
1419.008594,-1.859766,-1.799789,-0.556033
1419.009766,-1.838996,-1.787049,0.138623
1419.010937,-1.823795,-1.773964,0.321887
1419.012109,-1.792015,-1.750961,1.083052
1419.013281,-1.772242,-1.725184,0.562248
1419.014453,-1.750690,-1.692756,-0.379346
1419.015625,-1.722580,-1.666491,-0.219877
1419.016797,-1.703861,-1.653421,0.269215
1419.017969,-1.681749,-1.643231,1.303292
1419.019141,-1.659560,-1.608839,0.244829
1419.020313,-1.647452,-1.580281,-1.177259
1419.021484,-1.623477,-1.569654,-0.023750
1419.022656,-1.591043,-1.554778,1.499033
1419.023828,-1.565812,-1.520823,0.741725
1419.025000,-1.550956,-1.495886,-0.131704
1419.026172,-1.527535,-1.482883,0.770874
1419.027344,-1.505160,-1.470063,1.600567
1419.028516,-1.469496,-1.448279,2.808972
1419.029687,-1.439407,-1.417722,2.768118
1419.030859,-1.433842,-1.393838,1.174197
1419.032031,-1.420745,-1.359791,-0.640418
1419.033203,-1.393531,-1.328532,-0.989798
1419.034375,-1.371119,-1.317226,-0.029784
1419.035547,-1.350811,-1.305169,0.685014
1419.036719,-1.330403,-1.288040,0.969496
1419.037891,-1.305845,-1.263669,0.985647
1419.039062,-1.291303,-1.224717,-1.126742
1419.040234,-1.275424,-1.201269,-1.779341
1419.041406,-1.251794,-1.184542,-1.184314
1419.042578,-1.231465,-1.165139,-1.104375
1419.043750,-1.215005,-1.143822,-1.523283
1419.044922,-1.205111,-1.123048,-2.460045
1419.046094,-1.184483,-1.115316,-1.349477
1419.047266,-1.155571,-1.119598,1.524349
1419.048437,-1.126537,-1.097394,2.118468
1419.049609,-1.106617,-1.062565,0.822956
1419.050781,-1.088681,-1.036229,0.094910
1419.051953,-1.065690,-1.023966,1.024958
1419.053125,-1.041484,-1.011132,2.013237
1419.054297,-1.019355,-0.995640,2.591205
1419.055469,-0.999951,-0.975708,2.545201
1419.056641,-0.995400,-0.952667,0.937352
1419.057812,-0.989574,-0.922615,-1.158908
1419.058984,-0.972864,-0.906998,-1.064656
1419.060156,-0.948230,-0.896813,0.184581
1419.061328,-0.920086,-0.880698,1.227754
1419.062500,-0.896525,-0.864023,1.826161
1419.063672,-0.891953,-0.846741,0.722375
1419.064844,-0.887559,-0.826751,-0.627805
1419.066016,-0.869471,-0.799860,-1.387768
1419.067188,-0.832941,-0.776052,-0.289041
1419.068359,-0.803702,-0.758367,0.711578
1419.069531,-0.788838,-0.741311,0.521553
1419.070703,-0.775123,-0.721322,-0.021845
1419.071875,-0.765867,-0.710534,-0.154343
1419.073047,-0.753039,-0.703539,0.350605
1419.074219,-0.737450,-0.689533,0.487708
1419.075391,-0.735456,-0.662805,-1.649837
1419.076562,-0.725055,-0.648473,-1.988397
1419.077734,-0.697896,-0.637656,-0.578671
1419.078906,-0.670962,-0.606532,-0.940710
1419.080078,-0.644445,-0.590117,-0.067417
1419.081250,-0.635265,-0.589719,0.693340
1419.082422,-0.637423,-0.575914,-0.688394
1419.083594,-0.602175,-0.558849,0.885882
1419.084766,-0.580276,-0.551157,2.120555
1419.085938,-0.570518,-0.535931,1.644801
1419.087109,-0.546645,-0.512506,1.683863
1419.088281,-0.532980,-0.500100,1.793291
1419.089453,-0.518517,-0.493441,2.472589
1419.090625,-0.503603,-0.466447,1.421658
1419.091797,-0.491054,-0.442951,0.471648
1419.092969,-0.475935,-0.428045,0.490113
1419.094141,-0.457025,-0.400306,-0.274319
1419.095312,-0.444684,-0.378019,-1.133592
1419.096484,-0.426938,-0.363966,-0.814813
1419.097656,-0.409986,-0.354282,-0.186509
1419.098828,-0.394423,-0.343374,0.216384
1419.100000,-0.387133,-0.320252,-1.152193
1419.101172,-0.375396,-0.312031,-0.848703
1419.102344,-0.359983,-0.305102,-0.115235
1419.103516,-0.351344,-0.288802,-0.777679
1419.104687,-0.344753,-0.278614,-1.088179
1419.105859,-0.331491,-0.268695,-0.799501
1419.107031,-0.323043,-0.262178,-0.632682
1419.108203,-0.308977,-0.260377,0.428548
1419.109375,-0.284862,-0.240488,0.794964
1419.110547,-0.264941,-0.211107,-0.024703
1419.111719,-0.250807,-0.200317,0.264905
1419.112891,-0.230406,-0.197239,1.768316
1419.114063,-0.214799,-0.171667,0.902714
1419.115234,-0.213840,-0.143545,-1.446724
1419.116406,-0.196457,-0.132953,-0.860657
1419.117578,-0.180846,-0.135286,0.692092
1419.118750,-0.179268,-0.129466,0.324496
1419.119922,-0.169294,-0.111791,-0.342054
1419.121094,-0.149763,-0.098977,0.239272
1419.122266,-0.141416,-0.087470,-0.034434
